Group,Athlete,Distance,Session Load,Workload,Sprint Distance,High Intensity Running,No. of High Intensity Events,Metres per Minute,No. of Sprints,Top Speed,Raw Top Speed,Accelerations,Decelerations,Minutes Played
10s,SYN_10s_ALTO_03406,8029,1595,7.3,60,247,19,94,3,29.8,31.4,56,56,83
CMs,SYN_CMs_ALTO_01033,9078,1690,9.1,66,332,21,108,3,31.1,34.6,58,62,90
STs,SYN_STs_ALTO_01982,8343,1649,7.6,105,387,29,102,6,29.3,30.6,76,57,84
10s,SYN_10s_BAIXO_00173,416,9,0.5,6,36,0,25,0,26.8,29.5,7,0,14
CBs,SYN_CBs_ALTO_00824,9269,1781,8.9,28,219,23,117,2,28.5,31.9,75,77,82
CMs,SYN_CMs_ALTO_02693,9639,1748,8.3,58,292,21,106,3,30.8,34.4,61,71,90
,SYN_Indefinido_ALTO_00122,8607,1523,7.4,45,222,16,106,1,31.0,33.6,55,50,84
CBs,SYN_CBs_MEDIO_00752,5289,869,3.9,26,83,10,78,0,27.5,29.3,36,27,74
CMs,SYN_CMs_ALTO_02020,10897,1960,9.6,50,360,21,125,4,28.5,30.6,67,72,91
10s,SYN_10s_MEDIO_00394,5185,1051,5.0,31,264,10,73,2,30.9,33.0,34,44,72
STs,SYN_STs_MEDIO_01597,5723,1039,5.7,26,156,20,74,8,26.8,29.6,43,44,80
CBs,SYN_CBs_MEDIO_00287,3894,900,3.6,36,111,6,71,1,25.2,26.8,24,19,53
CMs,SYN_CMs_ALTO_02607,8607,1662,8.9,77,321,20,108,3,27.3,30.2,58,61,81
10s,SYN_10s_MEDIO_02506,4776,841,4.5,41,147,12,67,2,30.8,32.1,23,39,71
CBs,SYN_CBs_MEDIO_02188,4608,806,4.6,18,178,9,67,0,26.2,29.5,27,31,71
10s,SYN_10s_MEDIO_00746,4517,862,3.9,30,223,13,78,3,26.9,29.0,36,38,60
CMs,SYN_CMs_BAIXO_00793,1161,281,1.4,25,73,3,31,1,23.9,27.2,8,3,42
CMs,SYN_CMs_ALTO_02221,8773,1851,9.2,43,264,21,104,3,29.3,31.9,57,56,82
CBs,SYN_CBs_MEDIO_00663,4144,741,3.7,21,90,9,72,0,27.6,30.1,41,19,59
CBs,SYN_CBs_BAIXO_00689,910,127,1.2,0,43,2,25,0,23.8,26.5,12,5,35
WBs,SYN_WBs_ALTO_01956,8467,1746,9.4,87,501,24,101,7,30.1,31.3,60,71,89
WBs,SYN_WBs_ALTO_01444,9474,1896,9.9,83,501,26,105,8,32.9,34.2,76,47,92
WBs,SYN_WBs_ALTO_01764,10189,1991,9.7,78,447,25,111,9,30.1,33.5,73,60,86
CMs,SYN_CMs_ALTO_02054,11537,2111,10.5,55,347,25,115,5,31.6,34.7,52,70,96
,SYN_Indefinido_ALTO_00864,10268,2123,10.8,76,285,18,112,5,30.7,33.1,69,61,85
WBs,SYN_WBs_ALTO_00610,7352,1529,8.0,98,330,21,93,7,32.4,35.4,64,56,81
CBs,SYN_CBs_MEDIO_00444,5737,1115,5.6,30,162,14,79,3,27.0,30.2,41,41,81
10s,SYN_10s_ALTO_03431,9623,1780,9.2,84,376,19,123,5,28.9,31.4,73,60,81
CBs,SYN_CBs_MEDIO_01625,6599,1081,5.6,1,120,11,78,1,26.6,29.8,40,28,79
STs,SYN_STs_BAIXO_00060,50,64,0.2,0,0,0,5,0,23.3,26.7,0,2,5
WBs,SYN_WBs_ALTO_00774,10521,2008,10.4,94,417,25,121,6,28.2,29.9,66,60,86
STs,SYN_STs_ALTO_02497,8731,1735,8.4,99,419,23,103,8,32.5,33.8,73,68,83
STs,SYN_STs_ALTO_00871,8967,1839,9.1,81,372,25,89,7,31.3,34.1,68,73,96
CBs,SYN_CBs_BAIXO_00384,656,48,0.1,8,0,0,67,0,23.6,26.5,0,0,9
,SYN_Indefinido_ALTO_00812,8331,1638,8.1,98,281,22,93,3,34.1,35.9,75,57,83
STs,SYN_STs_ALTO_01125,8569,1645,8.3,65,403,23,100,8,31.6,33.2,60,53,80
CMs,SYN_CMs_ALTO_02983,10160,1757,8.7,41,303,18,112,3,32.3,35.1,75,69,92
10s,SYN_10s_ALTO_02846,8048,1436,6.7,55,227,20,102,4,32.2,35.2,62,59,81
CBs,SYN_CBs_MEDIO_00611,5458,966,4.7,40,158,9,69,0,28.8,31.2,44,41,73
CMs,SYN_CMs_MEDIO_01951,4656,907,4.7,29,225,10,71,1,31.8,33.7,33,27,64
,SYN_Indefinido_ALTO_01108,8855,1678,8.1,66,283,19,93,5,28.0,29.7,59,76,96
,SYN_Indefinido_MEDIO_00591,6131,1043,4.6,12,155,15,93,3,28.2,31.2,55,26,72
CMs,SYN_CMs_ALTO_03058,10011,1841,9.1,53,298,16,120,5,32.6,35.1,47,47,82
STs,SYN_STs_ALTO_00358,9493,1891,9.7,125,391,32,101,11,28.1,30.3,89,68,93
STs,SYN_STs_ALTO_00742,10234,1921,9.3,118,396,27,115,8,29.7,33.3,79,87,90
STs,SYN_STs_BAIXO_00553,1421,365,2.1,16,0,3,44,1,29.1,31.5,15,10,31
10s,SYN_10s_ALTO_03452,6742,1385,6.7,59,268,26,87,6,31.7,33.3,63,58,82
10s,SYN_10s_MEDIO_02108,4519,636,3.2,41,173,10,77,3,28.2,30.1,26,34,58
,SYN_Indefinido_ALTO_01134,9393,1862,9.4,95,273,24,100,5,30.6,33.6,69,65,95
CMs,SYN_CMs_MEDIO_01216,5712,1017,5.4,26,179,9,68,1,33.4,35.9,34,26,76
CBs,SYN_CBs_BAIXO_00125,1079,107,0.8,5,0,1,48,0,22.6,25.1,5,2,19
CBs,SYN_CBs_ALTO_02676,8251,1492,7.3,32,182,23,93,2,28.1,30.5,77,62,93
STs,SYN_STs_ALTO_02007,9956,1908,9.7,104,420,30,115,9,32.4,33.6,92,79,87
CBs,SYN_CBs_MEDIO_01557,6137,1113,5.9,36,112,16,74,2,28.5,32.0,54,49,81
STs,SYN_STs_ALTO_01504,8242,1758,8.8,107,344,28,95,12,28.4,31.0,60,67,89
CBs,SYN_CBs_BAIXO_00147,1358,320,1.8,0,38,2,31,0,25.3,28.7,5,11,46
WBs,SYN_WBs_MEDIO_01383,5268,962,5.4,55,220,14,89,3,29.1,31.4,36,36,60
WBs,SYN_WBs_BAIXO_00749,1519,266,1.5,8,47,4,38,0,24.8,28.0,19,10,37
10s,SYN_10s_BAIXO_00676,1336,273,0.8,28,0,1,46,0,27.1,30.0,7,8,27
STs,SYN_STs_MEDIO_00526,5577,1011,4.4,45,131,13,67,4,29.0,32.5,31,40,82
WBs,SYN_WBs_MEDIO_00130,4395,717,3.7,26,177,12,72,4,27.9,30.9,35,27,63
CMs,SYN_CMs_ALTO_03056,9456,1904,9.4,37,293,22,116,2,28.2,31.0,61,67,87
CBs,SYN_CBs_ALTO_00798,9204,1910,9.8,36,247,20,110,2,27.1,28.9,70,72,80
STs,SYN_STs_BAIXO_00518,559,133,0.9,12,1,0,33,0,27.6,31.0,6,0,15
WBs,SYN_WBs_ALTO_02328,9315,1850,8.9,91,449,18,112,4,32.8,36.0,66,63,84
CMs,SYN_CMs_MEDIO_00708,5238,1070,5.4,26,182,12,76,2,28.2,31.7,37,46,63
,SYN_Indefinido_ALTO_00332,8573,1749,8.2,69,329,19,95,3,29.9,31.5,63,73,92
STs,SYN_STs_ALTO_01656,9049,1776,8.5,128,428,29,104,7,30.7,33.1,73,74,85
10s,SYN_10s_ALTO_01120,9167,1935,9.9,89,422,19,103,6,31.1,34.1,72,67,88
10s,SYN_10s_MEDIO_02392,4003,836,4.3,10,134,11,58,2,28.9,30.4,29,34,64
CBs,SYN_CBs_MEDIO_01888,4483,856,4.3,3,116,11,72,0,25.2,27.7,37,36,58
CBs,SYN_CBs_MEDIO_02113,4021,868,4.3,15,140,10,68,2,28.3,30.3,35,36,57
10s,SYN_10s_ALTO_03237,8067,1501,8.1,68,338,23,91,3,34.7,36.8,65,69,88
CMs,SYN_CMs_MEDIO_00501,4183,755,3.3,32,160,8,74,2,26.5,27.7,18,28,53
10s,SYN_10s_ALTO_03232,10563,2135,10.6,76,408,28,115,6,29.6,33.0,78,67,90
WBs,SYN_WBs_BAIXO_00104,1010,169,0.4,16,0,2,39,0,26.4,27.9,8,9,31
STs,SYN_STs_MEDIO_00789,3982,792,3.6,47,246,19,59,6,29.4,31.9,34,43,65
STs,SYN_STs_BAIXO_00761,1310,317,1.7,33,46,0,34,0,27.1,29.9,3,4,40
,SYN_Indefinido_ALTO_01001,9044,1706,7.9,71,289,21,98,4,25.9,27.5,67,57,91
,SYN_Indefinido_MEDIO_00216,3897,715,2.8,49,54,9,55,0,26.7,29.3,30,30,66
CBs,SYN_CBs_ALTO_02400,9241,1817,8.8,24,287,20,91,2,27.6,28.9,80,61,96
CMs,SYN_CMs_ALTO_02458,11377,2197,11.1,42,388,25,117,3,29.5,31.1,69,62,94
CBs,SYN_CBs_ALTO_01111,10597,1863,8.9,38,322,25,108,2,28.6,30.7,91,73,96
CMs,SYN_CMs_ALTO_02856,8668,1667,8.3,48,186,21,106,3,32.1,34.7,53,53,84
10s,SYN_10s_MEDIO_01799,4051,812,4.5,20,162,10,59,3,30.2,32.1,26,34,71
WBs,SYN_WBs_MEDIO_01825,4404,871,4.4,53,193,7,68,1,30.1,33.6,26,27,67
STs,SYN_STs_ALTO_02377,9738,1996,10.0,100,393,29,104,8,30.0,32.1,61,71,94
,SYN_Indefinido_ALTO_00903,7752,1641,7.6,73,320,17,84,5,28.8,30.5,55,65,87
CMs,SYN_CMs_ALTO_00110,8372,1614,7.9,20,200,23,96,5,33.0,36.1,43,67,82
CMs,SYN_CMs_ALTO_01988,10279,2032,10.3,42,332,26,118,5,28.6,30.8,59,64,84
STs,SYN_STs_BAIXO_00046,1584,156,0.9,12,0,2,37,0,22.8,24.8,11,8,45
WBs,SYN_WBs_MEDIO_00850,6100,1287,6.1,42,338,12,79,3,28.3,30.3,43,39,76
WBs,SYN_WBs_ALTO_01726,9443,1909,9.3,67,495,23,103,6,31.9,35.1,71,63,87
WBs,SYN_WBs_MEDIO_00976,5143,933,5.0,36,211,7,95,2,29.1,31.0,29,23,54
STs,SYN_STs_MEDIO_01697,4387,843,4.1,35,204,10,82,1,30.8,33.1,34,28,56
,SYN_Indefinido_ALTO_01130,9805,2066,10.0,55,274,23,120,5,30.4,32.9,61,55,86
CMs,SYN_CMs_BAIXO_00452,50,81,0.1,0,0,0,4,0,26.6,28.1,0,3,17
STs,SYN_STs_ALTO_01071,10365,2081,11.3,95,464,35,107,9,26.6,29.7,88,74,96
WBs,SYN_WBs_MEDIO_01662,5285,1199,6.1,39,271,11,78,1,31.7,33.2,36,23,64
WBs,SYN_WBs_ALTO_00656,7700,1598,7.5,57,389,18,92,6,32.1,34.0,49,50,81
CMs,SYN_CMs_ALTO_00488,8722,1590,7.8,36,271,16,96,3,30.1,31.4,51,59,88
10s,SYN_10s_MEDIO_02009,6689,1334,6.8,53,190,14,82,2,27.1,30.0,49,47,84
WBs,SYN_WBs_ALTO_00329,7650,1316,6.6,59,338,23,99,5,31.3,34.1,59,65,81
CMs,SYN_CMs_MEDIO_02706,4874,885,4.8,11,138,13,76,2,28.5,30.6,25,50,59
10s,ORIG_ATL_10s_070,6964,1619,8.8,51,270,14,108,4,27.7,29.7,36,21,65
10s,SYN_10s_MEDIO_01568,3004,601,2.9,19,216,9,53,2,30.2,31.3,37,20,56
10s,SYN_10s_MEDIO_01409,4415,804,4.3,44,189,9,57,1,31.1,34.4,33,40,69
CMs,SYN_CMs_MEDIO_01451,4654,957,4.7,19,162,7,72,0,29.1,31.4,23,27,65
STs,SYN_STs_MEDIO_00966,6036,1256,6.7,65,273,16,79,3,29.4,32.6,57,41,74
CMs,SYN_CMs_MEDIO_00517,5963,1121,5.7,3,173,13,69,1,27.0,30.3,47,53,84
CMs,SYN_CMs_MEDIO_00472,4235,946,4.2,47,109,8,65,1,31.2,34.7,26,24,62
WBs,SYN_WBs_MEDIO_00360,5811,1271,6.4,48,263,10,74,3,28.5,31.1,50,25,78
CBs,SYN_CBs_ALTO_00385,9841,1950,8.9,47,217,24,114,1,27.4,28.9,86,77,93
CBs,SYN_CBs_ALTO_03316,7938,1508,7.5,16,201,22,81,2,27.4,30.1,79,69,93
STs,SYN_STs_ALTO_00351,8912,1815,9.2,102,340,23,99,7,30.7,31.9,73,55,88
STs,SYN_STs_MEDIO_00357,5415,1196,5.8,85,161,13,87,3,27.9,30.8,48,32,67
CBs,SYN_CBs_MEDIO_01896,4760,777,3.8,22,156,11,68,2,26.0,28.9,33,31,71
STs,SYN_STs_ALTO_00255,10981,2329,11.6,105,406,30,123,9,28.0,30.1,76,82,94
10s,SYN_10s_MEDIO_01362,3920,929,4.0,33,165,5,62,1,26.2,28.9,18,19,67
10s,SYN_10s_ALTO_00292,8481,1601,7.5,80,290,26,97,5,30.8,33.1,56,70,86
CBs,SYN_CBs_BAIXO_01132,384,45,0.6,0,0,2,14,0,26.1,28.4,10,10,23
CBs,SYN_CBs_MEDIO_02612,4817,903,4.1,18,241,11,81,0,29.5,31.9,35,41,61
STs,SYN_STs_MEDIO_01546,6063,1278,6.2,36,277,15,78,4,28.2,30.7,53,51,75
STs,SYN_STs_MEDIO_01661,4605,857,5.0,67,222,10,76,4,29.0,32.2,25,41,59
10s,SYN_10s_ALTO_02109,9045,1901,10.1,82,335,21,107,5,28.3,31.8,75,57,84
CBs,ORIG_ATL_CBs_044,771,194,0.9,6,17,2,78,0,29.2,32.3,8,9,10
CBs,SYN_CBs_ALTO_02652,9713,1931,10.0,54,198,19,108,2,27.6,31.0,82,67,88
10s,SYN_10s_ALTO_01004,8811,1811,8.9,58,319,18,99,4,32.2,35.3,80,58,88
CBs,SYN_CBs_ALTO_02182,9722,1915,9.6,27,240,26,107,4,27.9,30.8,72,77,88
CBs,SYN_CBs_BAIXO_01236,587,131,0.5,10,71,0,55,0,25.7,28.5,0,0,11
10s,SYN_10s_BAIXO_00345,754,8,0.7,5,46,0,17,0,26.2,27.4,0,6,50
STs,SYN_STs_ALTO_00136,8545,1874,9.5,91,446,34,93,9,28.1,31.0,71,72,89
CBs,SYN_CBs_ALTO_02354,7637,1529,7.9,34,159,26,94,3,28.9,32.0,72,64,80
CBs,SYN_CBs_BAIXO_01406,102,144,0.8,3,13,4,6,0,22.1,25.2,7,20,37
10s,SYN_10s_ALTO_00510,8198,1540,7.2,67,285,23,101,4,29.1,31.4,59,55,84
10s,SYN_10s_ALTO_00947,6854,1270,6.3,41,360,15,84,6,30.8,32.6,46,49,79
WBs,SYN_WBs_BAIXO_00977,488,117,0.2,21,0,0,26,0,24.7,26.5,2,0,17
STs,SYN_STs_ALTO_00084,9854,2013,10.1,92,442,34,112,9,30.4,31.7,85,74,90
STs,SYN_STs_MEDIO_00457,5712,1187,6.5,68,348,15,69,3,25.6,28.2,48,50,77
WBs,SYN_WBs_ALTO_02429,10891,2163,11.0,99,513,28,131,6,32.2,34.5,82,67,84
WBs,SYN_WBs_MEDIO_01936,5990,1217,5.8,47,340,16,80,2,28.0,30.0,56,38,70
CMs,SYN_CMs_MEDIO_00346,4643,866,4.8,0,113,6,71,0,29.8,33.4,18,23,61
10s,SYN_10s_ALTO_03160,8331,1358,6.6,52,349,20,105,5,31.2,32.8,68,66,81
CMs,SYN_CMs_ALTO_01135,10273,2135,10.8,67,301,15,118,3,32.0,35.0,65,49,88
CMs,SYN_CMs_ALTO_03471,11751,2244,10.9,57,382,18,132,3,32.2,34.4,65,78,91
CMs,SYN_CMs_MEDIO_00925,6842,1414,7.4,24,211,11,77,0,28.7,31.2,41,48,83
STs,SYN_STs_ALTO_02233,8187,1566,7.9,116,413,27,95,9,31.4,32.6,84,73,84
10s,SYN_10s_ALTO_01729,8187,1540,7.6,59,246,29,87,5,32.9,36.4,71,64,95
10s,SYN_10s_ALTO_01752,8923,1861,9.5,74,397,26,97,6,29.8,33.3,66,79,90
CMs,SYN_CMs_ALTO_01388,9972,1909,9.6,58,292,20,119,2,26.6,28.8,58,63,83
,SYN_Indefinido_BAIXO_00388,1412,173,1.4,20,65,3,26,2,23.9,25.1,7,0,52
,SYN_Indefinido_MEDIO_00669,4057,865,4.1,48,76,9,72,3,27.3,29.8,25,20,56
CBs,SYN_CBs_BAIXO_00143,881,85,0.1,0,15,1,60,0,24.9,27.5,14,0,15
CMs,SYN_CMs_BAIXO_01114,1774,321,2.3,0,0,2,82,0,28.4,30.3,5,13,22
CMs,SYN_CMs_BAIXO_00802,290,205,1.0,0,37,1,15,0,23.9,25.9,1,9,24
CMs,SYN_CMs_BAIXO_00319,960,76,0.2,0,23,5,21,0,26.4,28.1,16,19,46
CMs,SYN_CMs_BAIXO_00628,358,110,0.1,4,0,2,73,1,26.4,28.6,13,0,5
CBs,SYN_CBs_BAIXO_01412,1594,476,2.6,5,42,1,46,0,25.9,28.9,7,3,31
STs,SYN_STs_MEDIO_00404,5314,1097,6.0,40,227,17,78,7,26.1,29.0,42,27,69
CMs,SYN_CMs_MEDIO_00996,3954,873,4.8,32,170,10,67,2,31.5,33.2,29,29,60
10s,SYN_10s_ALTO_01790,8800,1779,8.9,54,330,15,92,2,32.7,34.0,60,63,93
STs,SYN_STs_ALTO_02110,8721,1613,8.2,121,429,30,86,9,29.3,31.8,76,64,94
CMs,SYN_CMs_ALTO_02128,11263,2214,11.4,49,352,26,124,4,28.6,31.6,62,71,96
STs,SYN_STs_MEDIO_00636,5663,1082,5.4,38,182,16,87,5,26.0,27.4,39,29,70
CMs,SYN_CMs_BAIXO_01335,610,225,0.9,10,28,0,101,0,23.8,26.5,3,0,6
STs,SYN_STs_ALTO_01632,10283,1988,9.6,117,484,40,112,11,30.9,34.4,87,75,88
,SYN_Indefinido_BAIXO_00386,106,21,0.1,5,0,2,3,0,25.5,28.8,0,19,19
CBs,SYN_CBs_MEDIO_00028,5490,1112,5.4,19,174,11,66,0,28.4,31.0,44,36,78
CBs,SYN_CBs_MEDIO_01605,4545,858,4.7,13,82,11,84,1,29.3,31.8,37,28,59
CBs,SYN_CBs_MEDIO_00851,5481,1105,5.3,15,152,18,62,2,29.1,31.2,50,53,79
CMs,SYN_CMs_ALTO_00558,8433,1561,7.9,63,338,22,93,4,29.1,30.7,69,66,86
STs,SYN_STs_MEDIO_01550,5939,1230,6.5,68,273,15,68,4,30.4,32.8,52,53,84
CMs,SYN_CMs_ALTO_01174,9129,1906,9.5,67,293,23,105,3,30.6,33.6,60,57,91
10s,SYN_10s_MEDIO_02762,5775,1169,6.1,51,285,13,79,1,30.9,32.5,57,43,73
WBs,SYN_WBs_MEDIO_00356,6485,1290,6.9,23,282,13,81,4,31.4,34.1,45,37,81
CBs,SYN_CBs_MEDIO_00413,5356,916,4.3,11,124,13,69,2,29.8,31.9,45,39,76
CMs,SYN_CMs_MEDIO_00529,4864,978,5.6,16,138,8,85,2,27.7,30.8,29,24,59
WBs,SYN_WBs_ALTO_02397,9845,1947,10.3,74,425,17,128,4,31.4,33.0,68,57,79
10s,SYN_10s_ALTO_01107,8695,1657,8.1,67,382,16,90,5,28.5,30.2,56,61,94
CMs,SYN_CMs_ALTO_02322,9480,1791,9.3,59,262,22,106,2,28.9,31.7,68,66,94
10s,SYN_10s_MEDIO_02531,4497,849,4.1,33,161,9,60,1,27.4,28.8,38,26,78
10s,SYN_10s_MEDIO_00375,4234,847,4.6,26,113,11,72,2,29.8,32.5,37,40,56
CBs,SYN_CBs_MEDIO_02436,4489,842,4.0,15,103,8,89,1,29.1,31.1,35,28,54
CBs,SYN_CBs_MEDIO_00635,5563,1108,5.5,11,74,12,69,1,25.5,29.0,46,38,79
WBs,SYN_WBs_MEDIO_01316,5559,976,4.9,68,413,11,76,3,30.9,34.2,36,32,68
10s,SYN_10s_MEDIO_00676,6588,1253,6.0,59,240,11,88,3,29.7,31.3,42,36,83
CBs,SYN_CBs_MEDIO_01846,4609,845,4.2,23,73,14,68,1,27.5,30.9,51,31,70
CMs,SYN_CMs_MEDIO_02415,5451,1359,7.2,36,250,9,68,2,29.8,31.6,28,35,80
CBs,SYN_CBs_MEDIO_02615,5091,1253,5.8,18,96,14,66,2,28.9,30.9,52,41,77
CMs,SYN_CMs_ALTO_00555,12004,2117,10.6,50,375,20,132,3,30.2,32.1,68,74,93
10s,SYN_10s_MEDIO_02706,2637,405,2.1,17,167,13,43,4,29.3,31.1,33,26,57
10s,SYN_10s_ALTO_00500,7727,1408,7.1,44,292,18,95,4,31.2,33.7,56,35,80
STs,SYN_STs_BAIXO_00076,1274,189,1.0,2,88,2,50,2,29.5,31.9,0,8,25
STs,SYN_STs_MEDIO_00956,4801,1102,6.3,53,177,18,73,6,26.9,28.2,42,36,70
WBs,SYN_WBs_ALTO_02224,8794,1676,8.4,58,339,20,103,7,32.0,35.0,65,57,86
CBs,SYN_CBs_ALTO_02133,9323,1737,8.6,29,271,24,107,2,29.5,32.1,71,74,87
CBs,SYN_CBs_MEDIO_00886,4951,828,4.4,9,156,15,73,1,27.0,28.7,46,36,73
WBs,SYN_WBs_BAIXO_00755,1323,163,1.8,10,39,3,38,0,25.3,28.2,12,12,37
CMs,SYN_CMs_MEDIO_00566,4790,897,4.8,39,210,8,81,1,30.5,32.5,20,29,63
STs,SYN_STs_MEDIO_00205,4861,962,4.6,44,172,15,87,3,32.2,34.6,40,37,60
WBs,SYN_WBs_MEDIO_01268,6679,1376,6.8,78,288,15,80,3,31.1,34.2,39,48,79
10s,SYN_10s_MEDIO_00492,6275,1330,7.0,53,235,14,68,2,29.5,32.5,46,40,85
WBs,SYN_WBs_ALTO_01244,10970,2110,10.0,94,508,30,118,8,28.2,30.5,60,85,94
10s,SYN_10s_ALTO_02996,7757,1690,8.5,70,223,18,97,4,31.2,33.3,57,52,83
STs,SYN_STs_BAIXO_00696,1261,141,0.7,5,85,5,27,2,25.6,28.9,5,14,42
10s,SYN_10s_ALTO_00772,8824,1989,9.5,72,415,24,111,5,31.4,34.1,68,62,82
STs,SYN_STs_MEDIO_00577,4018,841,3.8,41,179,12,66,4,30.5,33.1,36,32,65
STs,SYN_STs_MEDIO_00790,5135,1183,6.2,58,197,15,73,4,25.4,27.3,35,45,72
10s,SYN_10s_ALTO_00729,8356,1741,8.4,71,368,18,101,5,31.5,34.4,67,55,82
CBs,SYN_CBs_MEDIO_01720,5003,894,4.1,9,94,8,77,1,24.9,27.3,40,31,64
STs,SYN_STs_ALTO_02473,7961,1500,7.6,99,333,28,97,8,30.8,32.1,67,62,80
CBs,SYN_CBs_BAIXO_01468,1750,121,0.7,0,0,5,36,0,22.6,25.1,22,19,52
CBs,SYN_CBs_MEDIO_00672,4216,918,5.2,22,95,8,76,2,26.6,28.4,25,34,57
STs,SYN_STs_BAIXO_00435,467,103,0.6,2,60,1,23,0,26.2,28.1,7,1,19
,SYN_Indefinido_BAIXO_00778,1993,341,1.4,17,40,4,44,2,29.6,31.3,6,15,45
WBs,SYN_WBs_BAIXO_00722,810,48,0.2,13,18,2,27,0,27.7,31.0,15,2,34
,SYN_Indefinido_ALTO_00177,10925,2122,11.1,92,320,19,120,3,31.0,32.2,78,69,95
STs,SYN_STs_MEDIO_00799,4967,898,4.3,64,185,11,78,2,31.0,32.2,30,29,60
WBs,SYN_WBs_ALTO_01830,11939,2291,11.6,105,541,34,129,8,30.8,32.7,80,78,95
CBs,SYN_CBs_BAIXO_00148,1703,329,1.7,22,51,3,41,0,24.0,26.0,11,19,50
,SYN_Indefinido_BAIXO_00112,1244,376,2.5,5,0,4,20,3,26.7,29.2,0,6,50
STs,SYN_STs_MEDIO_01280,6223,1163,6.0,60,98,21,84,6,29.3,30.7,51,41,76
CBs,SYN_CBs_ALTO_03111,9298,1640,8.0,32,214,17,118,2,28.6,31.3,74,55,80
CBs,SYN_CBs_BAIXO_00777,1692,244,1.4,0,0,3,39,0,24.1,27.5,12,14,43
CBs,SYN_CBs_ALTO_00946,7407,1392,6.9,36,250,15,86,1,28.8,30.8,57,41,82
CBs,SYN_CBs_BAIXO_00940,455,93,1.0,0,25,1,61,0,21.7,24.2,8,3,7
CBs,SYN_CBs_ALTO_02785,9551,1896,9.1,27,239,20,103,3,28.0,31.1,71,75,95
CBs,SYN_CBs_BAIXO_00303,50,77,0.9,2,6,1,1,0,25.1,26.9,4,6,35
10s,SYN_10s_ALTO_03302,7797,1484,7.4,47,252,25,99,4,31.6,34.7,59,64,81
CMs,SYN_CMs_ALTO_02441,10183,2001,10.0,43,291,23,124,1,29.2,30.4,75,61,87
CMs,SYN_CMs_ALTO_01113,9748,1913,9.5,64,303,23,93,4,26.9,29.8,63,60,95
10s,SYN_10s_ALTO_00743,7772,1495,8.1,67,281,19,90,5,32.0,33.1,75,60,89
CMs,SYN_CMs_MEDIO_00527,5568,1015,4.6,26,240,9,72,3,27.7,31.1,21,38,81
STs,SYN_STs_ALTO_00839,9393,1904,9.6,112,363,30,102,9,30.2,32.5,68,66,89
STs,SYN_STs_ALTO_00171,9428,1931,10.1,92,430,29,100,5,28.2,30.3,73,67,93
CMs,SYN_CMs_MEDIO_00873,5700,1026,4.7,32,168,17,70,3,26.2,29.0,46,36,80
CBs,SYN_CBs_MEDIO_01938,5248,1022,4.9,16,160,18,65,3,29.0,31.6,58,41,81
,SYN_Indefinido_ALTO_00459,8087,1519,8.1,46,186,18,101,3,31.7,35.3,52,46,79
STs,SYN_STs_MEDIO_01544,6148,1241,5.8,55,148,16,76,5,26.9,29.1,55,32,82
10s,SYN_10s_MEDIO_02416,6498,1238,5.9,62,178,19,78,4,26.7,28.3,50,51,86
CBs,SYN_CBs_ALTO_00041,9632,1985,10.0,34,320,27,112,5,28.7,30.9,73,63,85
CBs,SYN_CBs_ALTO_02533,9693,2072,11.0,34,252,24,109,3,29.5,30.7,81,70,85
,SYN_Indefinido_ALTO_01031,10315,2086,10.0,36,346,24,115,4,28.0,31.3,77,73,95
10s,SYN_10s_MEDIO_00005,3547,661,3.1,30,128,9,64,1,26.8,29.6,29,21,54
CMs,SYN_CMs_MEDIO_00078,6568,1293,6.7,51,154,13,85,2,29.0,31.0,44,32,76
CBs,SYN_CBs_BAIXO_00905,330,53,0.3,0,42,0,58,0,26.5,28.6,5,0,6
10s,SYN_10s_ALTO_01452,7027,1513,7.4,58,312,21,93,2,30.8,34.2,60,70,79
10s,SYN_10s_ALTO_03457,8240,1612,8.4,63,327,24,103,4,28.1,30.9,65,55,80
,SYN_Indefinido_ALTO_00674,7743,1397,6.9,54,220,21,86,6,26.5,28.1,49,53,87
CBs,SYN_CBs_ALTO_02883,10400,1916,9.1,39,229,28,107,2,28.3,29.5,102,82,96
WBs,SYN_WBs_ALTO_01253,11253,2148,10.6,82,550,29,118,7,31.9,33.3,83,84,93
10s,SYN_10s_ALTO_03265,7092,1357,6.8,47,314,24,82,3,31.8,35.0,62,68,83
,SYN_Indefinido_ALTO_00877,9307,2011,10.2,90,392,30,106,5,28.8,30.1,77,73,89
CBs,SYN_CBs_BAIXO_00815,1817,332,1.8,7,49,5,33,0,24.3,26.7,6,25,53
CBs,SYN_CBs_ALTO_03236,8475,1595,7.8,26,209,28,96,3,28.0,30.6,76,81,94
CBs,SYN_CBs_ALTO_00091,9540,1978,10.4,33,252,22,106,3,31.7,33.0,79,75,91
STs,SYN_STs_BAIXO_00211,767,73,0.1,38,15,5,22,3,25.8,29.3,9,9,36
,SYN_Indefinido_BAIXO_00453,50,8,0.1,2,6,5,2,1,25.4,27.8,22,8,33
CBs,SYN_CBs_BAIXO_00490,693,146,0.3,17,0,2,16,0,24.9,28.0,5,12,49
10s,SYN_10s_MEDIO_01403,4833,902,4.1,28,104,8,69,1,26.2,28.8,22,46,65
WBs,SYN_WBs_MEDIO_01175,5671,1172,5.4,25,203,11,83,3,30.8,33.0,38,36,65
